Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03 00:00:00-05:00,26.747132575715867,26.908502907997715,25.698225415883872,25.94028091430664,2638200,0.0,0.0
2000-01-04 00:00:00-05:00,25.94027734619806,26.54541600901761,25.657879303548935,25.899934768676758,3592100,0.0,0.0
2000-01-05 00:00:00-05:00,26.70679155612621,27.95741170452487,26.70679155612621,27.513643264770508,7631700,0.0,0.0
2000-01-06 00:00:00-05:00,27.513643389343347,28.038097002336695,26.545421334586397,27.79604148864746,4922200,0.0,0.0
2000-01-07 00:00:00-05:00,28.199477366567162,28.9659867656584,28.199477366567162,28.602903366088867,6008300,0.0,0.0
2000-01-10 00:00:00-05:00,28.602880944509877,28.723908649493698,28.07842755624665,28.19945526123047,2403500,0.0,0.0
2000-01-11 00:00:00-05:00,28.199466179828253,28.360836515621262,27.594327420604472,27.675012588500977,2450000,0.0,0.0
2000-01-12 00:00:00-05:00,27.67501373180284,28.522208029715173,27.4329582181136,27.79604148864746,2327800,0.0,0.0
2000-01-13 00:00:00-05:00,27.79604821219205,27.997761189058465,27.110224090846238,27.352279663085938,3035100,0.0,0.0
2000-01-14 00:00:00-05:00,27.71535631201484,28.562550609762017,27.71535631201484,28.401180267333984,3834900,0.0,0.0
2000-01-18 00:00:00-05:00,28.40117441813151,29.046655654907227,27.83637833595276,29.046655654907227,5859800,0.0,0.0
2000-01-19 00:00:00-05:00,29.208030630597293,31.063789482817565,29.208030630597293,30.74104881286621,11463600,0.0,0.0
2000-01-20 00:00:00-05:00,30.7410417525999,30.902412050513814,29.530764518245576,30.014875411987305,8941100,0.0,0.0
2000-01-21 00:00:00-05:00,30.014884458194842,30.297282564656353,29.046662378898233,29.49043083190918,4392500,0.0,0.0
2000-01-24 00:00:00-05:00,29.490440565036618,29.813181364653982,28.15913476661499,28.602903366088867,3306200,0.0,0.0
2000-01-25 00:00:00-05:00,28.8852920323488,29.692143765095974,28.8852920323488,29.49043083190918,5057200,0.0,0.0
2000-01-26 00:00:00-05:00,29.49043069511692,30.01488431896989,29.04666224416441,29.81317138671875,3090100,0.0,0.0
2000-01-27 00:00:00-05:00,29.813168280994347,30.256936685718212,28.965974053794238,29.08700180053711,3339100,0.0,0.0
2000-01-28 00:00:00-05:00,29.087001650941136,29.4500848893024,28.723918412579877,28.804603576660156,2288100,0.0,0.0
2000-01-31 00:00:00-05:00,28.76426149754042,28.76426149754042,28.360835670085436,28.723918914794922,2411800,0.0,0.0
2000-02-01 00:00:00-05:00,28.522201347351075,28.522201347351075,27.957405281066897,28.239803314208984,2675800,0.0,0.0
2000-02-02 00:00:00-05:00,28.239807428098192,29.16768681502142,27.99775193585735,28.804603576660156,3295500,0.0,0.0
2000-02-03 00:00:00-05:00,28.804608478134487,29.087006600469138,27.83638634441568,28.03809928894043,2889100,0.0,0.0
